Id,Latitude,Longitude,Timestamp
A,22.5613695,88.4144755,22-02-2017 05:00
B,22.5613695,88.4144755,22-02-2017 05:00
C,22.5613695,88.4144755,22-02-2017 05:00
C,22.5610081,88.4145494,22-02-2017 05:00
D,22.5610081,88.4145494,22-02-2017 05:00
E,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:00
root,22.5610081,88.4145494,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
root,22.5609959,88.4145324,22-02-2017 05:01
